ID,urgency,category,complaint
324,Not Urgent,Pelayanan Publik,"Assalamualaikum Salam sejahterah dari kami kaum Buruh yg tertindas di tanah sendiri. Kami melaporkan bahwa di Pabrik PT. PMMP Situbondo banyak melakukan diskriminasi dan tidak mensejahterakan kaum buruh. Poin-poin masalah yg tidak pernah terselesaikan antara lain 1. Gaji Buruh yg tidak UMR (11.000/Jam) 1hari 7jam kerja 2. Diskriminasi dengan tidak membatasi jam kerja (pemaksaan untuk lembur hingga 15-20jam/hri) 3. Nepotisme; Perekrutan tidak melihat latar pendidikan maupun skill yg dikuasai oleh pelamar, namun jika kerabat HRD/personalia maka langsung bekerja. 4. Sistem Privilage; bukan kenalan HRD maka dipastikan tidak bisa melamar kerja. 5. Sistem Otoriter Dinasti; menggunakan Uang untuk menutupi kebusukan-kebusukan (pelaku: Bagian Keuangan, Bagian Personalia, PGA, dan Admin) Dari aduan ini, sudah pernah kami melakukan pengaduan kepada Dinas Tenaga Kerja dan Transmigrasi di Kabupaten Situbondo, namun Bpk. Agus Marwoto selaku salah satu HRD PT. PMMP pasti melakukan pendekatan Masker Amplop (untuk menutupi masalah di Dinas). Mohon Gubernur, Wakil Gubernur dan Pejabat terkait untuk membantu kami agar masalah diatas dapat diatasi."
325,Not Urgent,Pelayanan Publik,"Selamat malam pak Wagub yg terhormat , mohon ijin untuk melaporkan agar di sidak untuk penyerahan bansos area kelurahan mojo , kecamatan Gubeng , kota Surabaya karena mungkin ada indikasi bansos salah sasaran . Sekian aspirasi dan laporan saya atas perhatiannya saya ucapkan terima kasih pak"
326,Urgent,Infrastruktur,"Jalan Thamrin kota Madiun sebelum perempatan Klegen berlubang dan bergelombang, sangat berbahaya. Sudah ada korban pengendara sepeda motor yang terjatuh."
327,Not Urgent,Pendidikan,"Selamat siang, Saya mau menanyakan perihal sertifikat pemenang 10 besar tingkat provinsi untuk FLS2N SMA tahun 2022, apakah sertifikat untuk pemenang 10 besar tingkat provinsi sudah dikeluarkan dan diberikan kepada siswa yang bersangkutan? karena sampai dengan saat ini putra saya belum menerimanya. Putra saya bernama Andhika Septa Setyawan sebagai juara 3 provinsi jatim lomba gitar solo FLS2N SMA tahun 2022. Mohon diberikan penjelasan mengenai hal ini. Terima kasih"
328,Not Urgent,Pendidikan,Selamat sore Putra saya adalah juara 3 gitar solo dari provinsi jawa timur saya mau menanyakan sertifikat 10 besar tingkat provinsi FLS2N SMA tahun 2022 apakah sudah disampaikan ke sekolah siswa yang bersangkutan? karena sampai sekarang sertifikat belum diberikan. Mohon diberikan penjelasan mengenai ini. Terima kasih
329,Urgent,Keamanan dan Ketertiban,"Selamat malam pejabat publik yang saya hormati, saya disini bertujuan untuk mengadukan kejadian malam hari ini pada Sabtu, 11 Maret 2023. Kejadian terjadi sekitar pukul 23.00 WIB sampai dengan 00.00 WIB di Kecamatan Mantup, Kabupaten Lamongan. Banyak geng motor yang beranggotakan puluhan remaja laki-laki di jalanan dengan membunyikan klakson berkali-kali dengan sangat keras. Informasi yang saya dapatkan jika geng motor membuat kebisingan dari arah Kecamatan Balongpanggang Kabupaten Gresik. Kejadian ini sungguh mengganggu hak saya untuk tidur dengan nyenyak. Dan kejadian ini tidak hanya terjadi pada hari ini saja tetapi sebelumnya juga pernah terjadi. Sempat saya melihat di jendela rumah jika geng motor tersebut telah diikuti oleh polisi di belakang. Tetapi yang muncul pertanyaan di benak saya kenapa polisi hanya bertugas untuk mengikuti mereka dari belakang dan membiarkan geng motor membuat kebisingan di jalan raya? Sungguh ini sangat mengganggu saya dan warga lain yang sedang tidur. Mohon untuk ditindaklanjuti agar kejadian yang menciptakan kebisingan seperti ini tidak terjadi lagi. Terutama untuk street level bureaucracy saya harap anda bisa bekerja dengan baik. Besar harapan saya jika masalah ini segara diselesaikan. Terima Kasih."
330,Urgent,Keamanan dan Ketertiban,"jalan raya Ngebel No.294 dukuh tenggang Rt 02 Rw 03 desa Ngrupit Kecamatan jenangan kabupaten ponorogo, kondisi sekarang rusak parah dikarenakan truk"" tonase besar, bus AKAP, AKDP melintas setiap hari. Tiap hari banyak korban berjatuhan akibat jalan rusak sudah parah banget dan untuk kesehatan lingkungan sekitar tidak baik dikarenakan debu. Kasihan orang orang dilingkungan sekitar terkena dampak nya apalagi anak kecil batuk batuk sesak nafass akibat jalan rusak banyak debu. Sudahh hampir 10 tahun tidka ada pembenahan sama sekalii."
331,Urgent,Infrastruktur,"Jalan banyak yang rusak, sudah ada korbanya... Mohon segera diperbaiki dan diperhatikan Jalan pandaan - bangil KM 05 kecamatan beji kabupaten pasuruan"
332,Urgent,Sosial dan Kesejahteraan,Saya dan suami termasuk keluarga kurang mampu namun sekarang belum dapat pkh maupun bansos lainnya
333,Not Urgent,Sosial dan Kesejahteraan,"Permisi, saya ingin mengadukan BNPT ibu saya yang tidak kunjung cair, sedangkan tetangga lainnya sudah pada cair. Sebelumnya kartunya pernah hilang tetapi sudah diurus dan mendapatkan kartu sembako lagi dengan rekening yang sama. Mohon bantuannya."
334,Not Urgent,Pekerjaan dan Ketenagakerjaan,"Assalamualaikum, selamat sore yg terhormat ibu Gubernur.... Kami Nakes yg sudah mengabdi kurang lebih 10 tahun, dan semenjak 3 bulan yg lalu mengalami PHK sepihak tanpa pesangon. Mohon pencerahannya, kemana kami harus melapor atas rasa ketidak adilan yg kami terima, sementara kami harus terus menghidupi keluarga"
335,Urgent,Keamanan dan Ketertiban,"Mengalami pungli di KB Samsat Katang Kab. Kediri di bagian cek fisik kendaraan untuk pajak 5th an. Petugas meminta sejumlah uang dg kata2 ""seikhlasnya"". Mohon ditindak dan ditertibkan karena hal seperti itulah yg merusak citra POLRI. Uang tidak seberapa tapi mencoreng nama baik instansi. Sy tau itu pungli karena di kota lain pernah cek fisik kendaraan tidak ada yg seperti itu."
336,Not Urgent,Sosial dan Kesejahteraan,"Selamat pagi, saya anak dari ibu Masitah yang beralamatkan di Provinsi Jawa Timur, Kabupaten Tuban Kecamatan Soko, Desa Sokosari, mau menanyakan kenapa ibu saya yang sudah terdaftar di DTKS sebagai penerima bantuan sosial tapi sampai sekarang belum pernah dapat uangnya ya ? saya sudah berusaha menanyakan ke pihak kecamatan yang bertugas sebagai penanggung jawab bansos tapi malah dijawab ""jangan percaya dulu dengan data yang di internet"" sedangkan saya juga mengecek datanya di website resmi https://cekbansos.kemensos.go.id/cekbansos dan nama ibu saya ada disitu, mohon untuk penjelasan dan bantuannya terimakasih"
337,Urgent,Infrastruktur,"Bu Gubernur dan Pak Wagub, minta tolong dibantu realisasi pembangunan pasar gadang baru dan blimbing kota malang yang sudah 11 mangkrak serta menjadi semakin kumuh, malang yang sudah makin terkenal secara internasional sebagai salah satu destinasi turis, harus terus dibenahi"
338,Urgent,Sosial dan Kesejahteraan,"Saya cek daftar nama penerima PKH online nama saya tercantum di situ, tetapi saya tidak pernah mendapat apapun bansos selama saya brrtempat tinggal saya, saya tanya ke pihak kelurahan tapi tidak dapat jalan keluar atau tanggapan, Lalu saya harus bagaimna dan harus melapor kemana?"
339,Urgent,Kesehatan,"Pada tanggal 6-6-2022 suami saya mengalami kecelakaan kerja dan harus segera di operasi buka tempurung kepala di karna kan ad pendarahan &retak tulang tangan sebelah kanan, dan perusahaan suami lepas dari tanggung jawab sedangkan suami di tidak mempunyai BPJS ketenagakerjaan, dan mau mengunakan BPJS kesehatan tidak bisa dikarenakan keterangan awal masuk kecelakaan kerja. Sedang kan saya sebagai istri tidak sanggup membayar tagihan sebesar 40 jt.saat ini pihak RS ASRAMA HAJI sudah menagih/minta pembayaran,dan saya bener2 tidak sanggup membayar biaya sebesar itu.dan keadaan suami saya tidak bisa mengingat dengan betul. Tolong tolong saya Bpk/ibu tolong bantu saya Mohon bantuan nya"
340,Not Urgent,Pelayanan Publik,"Selamat malam customer service online cettar jatim yg saya hormati.. Saya mau mendaftar bansos secara online,formulir pendaftaran sudah saya lengkapi semua,tapi saya terkendala di pengisian alamat domisili,di karenakan di sistem untuk pilihan jawa timur tidak ada,yg tertera hanya pilihan jakarta dki,jateng dan banten,sedangkan saya domisili sesuai dengan ktp di jawa timur,mohon bantuan dan petunjuk.. semoga sukses selalu,dan jaya serta quick respon untuk cettar jatim.. Terima kasih..."
341,Not Urgent,Sosial dan Kesejahteraan,"Rt setempat pilih-pilih dalam mendata warga untuk menerima bantusn dari pemerintah, orang yg kaya punya rumah sendiri malah dapat bantuan"
342,Not Urgent,Keamanan dan Ketertiban,"Sekelompok pemuda bergerombol dan bernyayi dengan suara keras hingga larut malam, digang kebangsren 4 surabaya. Sangat mengganggu warga yang akan istirahat,mohon dibantu untuk penertiban demi kenyamanan dan ketentraman warga"
343,Urgent,Infrastruktur,"Pak bu mohon maaf , jalan di malang selatan tepatnya di jalan raya pagak sampai kecamatan Donomulyo kenapa sangat rusak parah? Dan tidak ada sedikitpun perbaikan lapangan"
344,Not Urgent,Infrastruktur,"Selamat Siang, Mohon untuk dilakukan perbaikan dan perapian trotoar di Jalan Raya kertajaya indah"
345,Not Urgent,Kesehatan,Halo. Saya ingin ajukan aduan tentang kartu KIS yang di tanggung pemerintah. Saya punya kartu kis pbi tapi dengan status tidak aktif. Apakah ada cara supaya kartu tersebut bisa aktif kembali dan kartu kis saya itu bisa digunakan berobat secara gratis. Karena saya termasuk warga tidak mampu.
346,Urgent,Lingkungan,Mohon ijin Ibu saya warga jl.tapak siring no 14H rt 02 rw 04 kel.samaan kec.klojen kota Malang.saya mau melaporkan bahwa pada hari Jumat tgl 8 April 2022 rumah saya terkena dampak banjir sungai Brantas sehingga plengsengan yang di buat pemerintah dulu setinggi 15 meter dan panjang 40 meter ambrol.Dan yang terdampak 3 rumah.mohon ijin untuk di tindak lanjuti karena bila hujan terus maka 3 rumah ini akan ambrol dan sangat membahayakan bagi nyawa yg ada d rumah.
347,Not Urgent,Pelayanan Publik,Selamat pagi ibu gubernur. Kami selaku masyarakat temayang bangga dan senang ada pelayanan samsat keliling di area terminal temayang.... Cuma bukanya hanya pada hari selasa aja... Alangkah baiknya di terminal temayang dibuka setiap hari seperti pelayanan samsat kampus.. Dengan dibukanya Samsat Terminal temayang merupakan sebuah inovasi pelayanan yang diharapkan mampu memberikan manfaat yang sangat besar. Karena selain mempermudah masyarakat membayar pajak juga memperbaiki citra dan kredibilitas Pemerintah Daerah di mata masyarakat.kan terminal temayang Juga dikelola Oleh Pemprov jatim jadi nanti bisa menggunakan lahan serta SDM yg ada.. Karna diterminal temayang jam 2 siang sudah tidak ada aktifitas perjalanan Bis. Terima kasih atas perhatiannya ibu gubernur
348,Urgent,Lingkungan,"Untuk jalan romokalisari terdapat genangan, sudah hampir 2 bulan. mohon untuk ditindak lanjuti, karena banyak kecelakaan saat malam hari. lubang tertutp air, karena itu terjadi kecelakaan. untuk lokasi jl. osowilanogn, sebelum rel kerata api"
349,Urgent,Infrastruktur,Terdapat kabel PLN/Telkom/lainnya yang turun di lampu traffic light jalan arah margomulyo(surabaya) ke arah balongsari (surabaya). Kurang lebih sudah 2 minggu sejak saya terakhir lewat dan hari ini masih belum ada tindak lanjut. Kondisi ini berbahaya jika ada kendaraan warga yg tersangkut kabel yang turun di jalan raya
350,Not Urgent,Pelayanan Publik,Beberapa perawat muda di ruang bayi IRNA Anak Dr. Soetomo sangat tidak sopan dan suka berteriak-teriak/bernada tinggi jika berbicara dengan keluarga pasien. Tolong diberi pelatihan agar bisa lebih sopan lagi dalam berbicara. Terima kasih.
351,Not Urgent,Sosial dan Kesejahteraan,"Ibu khofifah selaku gubernur , kami para gtt butuh perhatian kesejahteraan kami dgn pengabdian belum juga ada perubahan kami butuh wadah untuk menyampaikan , setidaknya jika tidak ada penyelesaian kami para gtt bisa dibuatkan kelompok kerja per gugus agar kami memiliki sampingan yang bisa dibuat nafkah keluarga"
352,Not Urgent,Infrastruktur,"Trotoar Rusak di jalan kertajaya Indah F 302, mohon untk segera diperbaiki demi keamanan dan kenyamanan bersama. Termakasih sebelumnya"
353,Not Urgent,Sosial dan Kesejahteraan,Assalamualaikum pak atau ibu tolong berikan bantuan kepada ibu saya saya orang tidak punya
354,Urgent,Infrastruktur,"Mohon untuk di cek,akses jalan menuju kampung/dusun. alamat dusun Sajak,Desa Bodag,Kec. Kare, kab. MADIUN yang lumayan rusak"
355,Urgent,Pelayanan Publik,"Saya mengantar mertua untuk mengurus e-ktp di kecamatan Kraton Kota Pasuruan Jatim hari jumat jam set10 pagi saya tiba dilokasi, petugas masih blm ada ditempat (info sedang keluar). Info dr warga yg sudah datang sejak pagi, petugas memang TIDAK ADA sejak pagi. Ini sudah hari ke 2 saya mengantar mertua saya mengurus ktp, dan tetap sama. Bangunan pun sangat tidak layak, rawan roboh, sehingga dapat membahayakan warga."
356,Not Urgent,Sosial dan Kesejahteraan,Saya belum pernah mendapat bantuan apapun sejak adanya covid 19 Keluarga saya kesusahan dan kerja saya sekarang gajinya dikurangi banyak
357,Not Urgent,Sosial dan Kesejahteraan,"Assalamualaikum, Bpnt kosong sejak bulan 2 2021,sudah laporan ke pendamping pkh tapi di suruh tunggu hingga saat ini belum ada kabar baik sama sekali,,,bingung laporan kemana lagi. Sedangkan para tetangga yang notabenya mampu malahan dapat semua."
358,Not Urgent,Sosial dan Kesejahteraan,"Selamat sore, mohon ijin melaporkan tetang bantuan BPNT dan PKH atas nama Ibu. Mujayanah Kabupaten Malang. Mohon ijin menjelaskan secara detail. Ibu Mujayanah pemegang kartu KKS yang setiap bulan cair berupa bantuan non tunai yang berupa sembako dan kebutuhan pangan lainnya. Namun untuk pencairan bulan november dan desember + extra bantuan 2 paket saat ini ternyata tidak cair atau saldo kosong. Serta PKH tidak cair . Mohon penjelasannya tentang pegaduan ini"
359,Not Urgent,Sosial dan Kesejahteraan,Selamat siang mau tanya saya cek di DTKS nama saya terdaftar sebagai penerima bpnt dan pkh tapi sampai sekarang kok saya belum pernah menerima nya ...kemana saya bisa mengambilnya?? Saya tanya ke desa malah katanya tidak tau suruh nunggu padahal tulisannya sudah pernah diproses bank seharusnya sudah cair tapi kok saya belum meneriman ya
360,Not Urgent,Sosial dan Kesejahteraan,PKH di blokir dan tidak dapat mengambil jatah beras pada setiap bulannya masalah ini sudah terjadi sejak April 2021
361,Urgent,Keamanan dan Ketertiban,"Tiap pagi (sekitar pk. 6 - 8) di jl. lebak jaya 2 ( didepan rumah no4 dan no 22) ada 1 orang Bapak tua dan 1 org Ibu mengendong bayi) yang duduk di pinggir jln (maaf - mengemis). Dan kalau sore (sekitar jam 4-5) ada 1 org Bapak Tuna Netra duduk/berdiri di depan rumah no. 1. Tolong ditindak lanjuti, kan ada ketentuan memberi uang pengemis dikenakan denda. terimakasih."
362,Urgent,Pelayanan Publik,"Dipersulit untuk balik nama, dilempar-lempar kesana sini, ujung-ujungnya surat pengantar salah, berkas orang lain dimasukkan ke berkas saya, kasian juga orangnya yang berkasnya malah dimasukkan ke saya Samsat Manyar 1. Tanya balik nama, dilihat STNK, ke ketintsng untuk cabut berkas Samsat Ketintang 1. Bagian formulir diminta kelengkapan fotokopi dll 2. Cek fisik 3. Pendaftaran diminta ke bagian ke pemberkasan 4. Bagian pemberkasan diminta ke bagian verifikasi atau blokir, terus diminta ke polda Polda 1. Ini ke blokir minta surat keterangan cabut blolir ke Bank Bank 1. Minta surat cabut blokir, balik ke polda 2. Dapat surat yang dibutuhkan Samsat Ketintang 1. Ke loket fiskal, diminta ke kekasir bayar 8juta 54rb, diminta balik lagi ke fiskal 2. Ke bagian pencabutan berkas 3. Ke gudang arsip Polda Ke polda lagi untuk cabut berkas Samsat Ketintang 1. Kembali lagi ke bagian arsip untuk cabut berkas 2. Ke pendaftaran mutasi 3. Balik lagi ke arsip 4. Setelah itu diminta ke wiyung, tapi gajadi 5. Balik ke bagian pendaftaran mutasi 6. Balik ke arsip lagi, gatau kenapa harus berkali-kali 7. Ke bagian pendaftaran mutasi 8. Balik lagi ke arsip, lalu diminta ke manyar Samsat Manyar 1. Terdapat kekeliruan berkas, diminta kembali ke Ketintang karena ada kesalahan pengantar. Sudah bolak balok masih aja diakhir pengantarnya salah, di ketintang calo riwa riwi masuk kedalam ruangan ga masalah, ditawari mau yang sehari jadi, seminggu atau sebulan? Ckckck"
363,Urgent,Infrastruktur,Jalan provinsi di tanjakan pegunungan lengko tepatnya di selatan perbatasan Bojonegoro Nganjuk perlu dilakukan pengecatan marka jalan. Karena marka jalan sudah memudar dan cenderung tidak ada markanya. Hal ini tentunya membahayakan pengguna jalan. Mengingat kondisi jalan yang berkelok-kelok dan lalu lintas yang padat. Mohon dilakukan tindak lanjut. Terima kasih.
364,Not Urgent,Infrastruktur,Jalan provinsi ruas Bojonegoro Nganjuk tepatnya dari pertigaan Terminal Temayang sampai Jembatan Gandek (Kedungsumber) masih sempit dengan lebar jalan hanya 5 meter. Mohon segera dilakukan pelebaran jalan. Karena hanya jalan tersebut yang masih sempit di ruas Bojonegoro Nganjuk. Apalagi lalu lintas padat dan banyak tikungan. Terima kasih.
365,Urgent,Infrastruktur,"Jalan jati kalang, krian, Sidoarjo rusak menahun (hancur bukan rusak lagi) dan tidak pernah dibenahi, padahal itu akses utama orang kampung menuju jalan raya,"
366,Not Urgent,Pelayanan Publik,Saya sudah vaksin 1 dan mengalami kendala di nomer NIK saat itu jadi vaksin gak bisa keluar sertifikat nya
367,Urgent,Infrastruktur,"Banyak jalan rusak di sepanjang jalan Kasembon-Mendalan yang sudah terjadi selama beberapa tahun di akibatkan dari banyaknya truk pasir yang melintas, kondisi ini juga mengakibatkan jembatan yang menghubungkan perbatasan kabupaten Malang Kediri disungai konto putus didusun Pondok, desa Pondok Agung,Kecamatan Kasembon, Kabupaten Malang, mohon untuk di perbaiki jalan yang menjadi akses warga apalagi ini jalur evakuasi satu satunya jika terjadi letusan gunung kelud, dan jembatan yang putus mengakibatkan perekonomian masyarakat desa Pondok Agung terganggu karena harus memutar untuk ke pasar"
368,Not Urgent,Sosial dan Kesejahteraan,"Bagaimana cara daftar bansos, karena tak pernah dapat bansos berupa apapun baik tunai maupun sembako, kalo pihak desa2 tak pernah update data kemiskinan dan tak ada audit bagi penerima bansosnya,, bagaimana cara rakyat mengadu, daftar bansos lewat dtka online pun kesulitan"
369,Not Urgent,Sosial dan Kesejahteraan,"Saya daftar UMKM kenapa tidak di acc? Padahal gang lain sudah cair.. kendala saya dimana kok saya dibuat rumit seperti ini. Saya hanya pedagang biasa,, saya cuma jual es dipinggir jalan.. tolong saya dibantu pak.. untuk menemukan solusi untuk saya"
370,Not Urgent,Sosial dan Kesejahteraan,Telah menerima KKS PKH sejak Bulan April namun sampai saat ini belum ada saldo/belum menerima bantuan
371,Not Urgent,Pelayanan Publik,Saya mau mengurus bpjs dan cetak kartu vaksin tapi kenapa tertera tulisan nik belum terdaftar di dukcapil Begitu sya menghubungi dukcapil untk laporan tidk pernah d respon baik wa atau telpon. Sya telpon nomor pusat tidk d angkat. Apakah pelayaanan kependudukan tidk bsa membantu masyarakat pdhal di daerah lain pengurusnnya cepat
372,Not Urgent,Sosial dan Kesejahteraan,"Saya kemaren daftar kip kuliah tapi tidak terdeteksi karena ada satu proses yg terlupa jadi saya tidak mendapatkan kip kuliah. Dengan kondisi ekonomi keluarga saya yang tidak mencukupi, orangtua saya keberatan membayar uang kuliah. Apakah dari pihak provinsi jatim menyediakan beasiswa untuk saya?"
373,Not Urgent,Pelayanan Publik,"Pergi kekelurahan diarahkan kekecamatan untuk bikin EKTP tgl 3Juli2021, lepas Softlens dengan masa tunggu 45menit dikecamatan, pihak kecamatan menginfokan 10hari jadi diambil kelurahan (harusnya jadi 13juli2021). Karena saya luar kota baru bisa ambil ditgl 26Juli2021, kaget tenyata pihak kelurahan bilang EKTP tidak dapat dicetak dengan alasan softlens, padahal pas dikecamatan sudah saya lepas bahkan diberi aqua untuk tempat softlens. Sama pihak kelurahan disuruh kembali kekecamatan, sama pihak kecamatan diinfokan tunggu dihubungi puhak dispendukcapil baru foto disana, tapu sampai saat ini tgl 11Agustus2021 pihak dispendukcapil tidak ada menghubungi saya. Saya mau vaksin tidak bisa karena butuh KTP, sedangkan KTP saya tidak ada kejelasannya. Mohon petunjuk dan arahannya, saya harus kemana biar KTP segera jadi dan saya bisa ikut Vaksin Dosis pertama serta kedua. Terimakasih"
374,Urgent,Transportasi,"Tolong di tonton Bu Gubernur, video diatas menggambarkan betapa buruknya pengelolaan transportasi umum di area Probolinggo hingga Banyuwangi, saya pribadi juga pernah mengalami hal tersebut. Saya mohon untuk di tertibkan, karena kasihan rakyat kecil yg di bodohi oleh PO bus yg tidak bertanggungjawab, dan seolah petugas dishub tutup mata. Karena praktek ini sudah lama berlangsung Dengan segala hormat, Mohon untuk segera di tindak Bu, Terimakasih."
375,Not Urgent,Lingkungan,"Dengan hormat Mohon bantuan mengenai warung kami yg terkena musibah tanah longsor,saya baru memulai usaha 4 bulan dengan modal pinjaman ke BRI terkena bencana tanah longsor,dan sekarang tempat saya usaha sdh tidak bisa ditempati,padahal saya harus tetap membayar pinjaman modal dari bank BRI,semoga pemerintah jatim bisa meringankan beban saya dan keluarga,terimakasih"
376,Not Urgent,Pekerjaan dan Ketenagakerjaan,"Selamat pagi/siang/sore/malam kepada Bapak/Ibu Dinas Pertanian Provinsi Jawa Timur dan Bapak/Ibu Dinas Pertanian Kabupaten Madiun. Mohon dibantu bapak/ibu kami petani di Kabupaten Madiun khusunya di Desa Bagi Kecamatan Madiun kesulitan mencari pupuk bersubsidi karena kami belum mendapat kartu tani dan kami sudah di data oleh kelompok tani kami beberapa bulan yg lalu tapi tidak turun2 kartu tani kami, sedangkan untuk membeli pupuk non subsidi dengan harga hampir 2x lipat dari harga pupuk bersubsidi kami keberatan sekali karena hasil panen menurun dan harga gabah turun evek pandemi ini. Tolong kami bapak/ibu beri solusi terbaik untuk kami petani di Jawa Timur agar masalah pupuk segera terselesaiakan."
377,Not Urgent,Pelayanan Publik,"Aplikasi samsat online nasional samolnas tidak berfungsi karena selalu muncul peringatan bahwa tidak dapat terhubung ke server bapenda jatim. Percuma ada keringanan pajak kend, ada aplikasi online yg diharapkan dpt memudahkan masyarakat dimasa pandemi covid 19 tp justru malah tdk bisa dinikmati, mohon segera ditindaklanjuti"
378,Urgent,Infrastruktur,Kondisi Kecamatan Gumukmas Kelurahan purwoasri dusun krajan untuk RW 06 jalan ke utara tidak ada penerangan lampu jalan.mohon bantuannya..terima kasih bapak ibu
379,Urgent,Infrastruktur,Kepada ibu gubernur jatim yang saya hormati. jalan utama masuk desa kami sudah sangat rusak.sudah hampir kurang lebih 10 thn jalan kami rusak dan pemerintah desa kami belum juga membangun kembali jalan akses masuk dusun bedander desa sumbergondang padahal dana desa sudah beberapa tahun di kucurkan dari pemerintah pusat maupun daerah.kami mohon jalan masuk desa kami segera di bangun bapak.kami sangat membutuhkan insfrastruktur jalan tersebut.terima kasih untuk perhatianya. lokasi jalan masuk dusun bedander dan dusun gondang desa sumbergondang kabuh jombang
380,Not Urgent,Pekerjaan dan Ketenagakerjaan,"Aduan saya tidak ada tanggapan sama sekali.. Saya ini nganggur tidak bekerja ! Jika tidak bisa memberi bantuan. Berikan saya pekerjaaan.. Berikanlah saya pekerjaaan...saya pengangguran di jakarta.. Mati kelaparan juga pasti gak kerja gak ada duit. Berikan saya pekerjaaan.... Nganggur ini,, gara gara corona Berikan saya pekerjaaan Berikan saya pekerjaaan"
381,Not Urgent,Infrastruktur,Selamat siang saya Sugeng PNS guru di SDN Sawunggaling 8. Rumah saya di dekat bekas kantor dewan pendidikan jalan cipunegara yang kondisinya sangat memprihatinkan...tidak terawat rumput tumbuh tinggi dan sampah daun berserakan. Saya menawarkan diri membersihkan kantor dewan pendidikan setiap minggu. Tapi saya tidak tahu siapa yang memegang kunci kantor..sudah berbulan bulan tidak pernah ada yang datang
382,Urgent,Infrastruktur,"Ass.wr.wb, mohon ditindak lanjuti situasi jalan raya Banjar tanah merah bangkalan Madura, berlubang lubang selebar sumur & dalam...selain itu peneranga jalan sangat minim, hanya swadaya dari warga setempat.... wassalam, Jaya"
383,Urgent,Infrastruktur,"Mohon bantuannya dilakukan perbaikan jalan Pantura yang mana merupakan jalan provinsi mulai perbatasan Tuban babat sampai Tuban kota, kondisi jalannya bergelombang dan banyak lubang yg dalam sehingga bisa mengakibatkan kecelakaan kendaraan bermotor dan merusak skok motor karena lubangnya dalam. Hal ini sudah berlangsung lama dan mohon dilakukan perbaikannya. Terimakasih atas kerjasamanya."
384,Not Urgent,Pelayanan Publik,"Pelayanan di GDC Rsud dr soetomo kurang memuaskan terutama petugas loket 6, 7, 8 Petugasnya kasar kurang sopan dalam melakukan pelayanan di saat pasien tanya masalah cara daftar, dan yang saya alami antri untuk patalogianatomi udah 45 menit padahal saya dapat no antri an C003 loket 8 sedangkan di layar monitor menunjukan nomer C002 itupun kosong tempatnya, petugas malah meninggalkan tempat nya sampai 45 menit an belum di pangil2 petugas ngak kunjung kembali, di situ sya tanya kepada loket 09 untuk tanya petugas cowo loket no 8 kemana malah dia yang marah2 Disini saya menggunakan umum padahal Udah kayak gitu dilempar sana sini Bagai mana kalau itu terjadi di pasien bpjs? Mohon untuk di tindak, dan di perbaiki untuk pelayanan terhadap masyarakat Terimksih"
385,Urgent,Infrastruktur,Yth kepada polda jatim dan pemda jatim.kami mohon untuk menindak lanjuti pertambangan tanah urug yg sangat meresahkan warga lingkungan. karna dampak pertambangan tanah urug di desa kami sangatlah besar.jalan umum rusak parah.jika hujan jalan sangt licin sudah ada beberpa pengendara roda dua yg jatuh terpleset.dan di kawatirkan akan mnimbulkan longsor dan banjir bandang .lokasi pertambangan di dukuh depes rt 05/01 desa simo kec. soko kabupaten tuban demikian pengaduan kami .semoga polda jatim cepat menindak lanjuti dan tidak lagi meresahkan msyarakat setempat terima kasih
386,Not Urgent,Lingkungan,Penimbunan ban bekas di belakang pasar Karangrejo RT 02 RW 02 Tulungagung dekat dengan sungai membuat bertumbuh nyamuk dan mengangu masyarakat dan bisa berdampak DBD
387,Urgent,Lingkungan,"Jalan rusak parah di cerme gresik yang katanya dinas pu gresik jalan provinsi . mohon segera diperbaiki entah kabupaten ataupun propinsi dikarenakan membahayakan jika terkena banjir tidak tampak , bayangkan jika anak bapak/ibu pejabat , sekolah liwat jalur itu apa dak kepikiran tiap hari ? . trimakasih"
388,Not Urgent,Infrastruktur,"Jalan penghubung Tulungagung-trengalek dari desa Ngujang ke ds sembon rusak parah dikarenakan truk"" tonase besar melintas setiap hari.perlu pembenahan dan waktunya untuk di aspal kembali setelah hampir 8 tahun lebih tak di aspal kembali"
389,Urgent,Infrastruktur,"Semoga pihak terkait ada respon. akses jalan ke dusun kami melewati jalan hutan/perhutani karena lokasi dusun saya ditengah"" hutan. alamat dusun Sajak,desa Bodag,kecamatan Kare,kab Madiun jawa timur. mohon di follow up terimakash"
390,Urgent,Pemukiman dan Perumahan,"IZIN MELAPORKAN,,,KAMI MASYARAKAT DESA RINGINANOM UDANAWU BLITAR TELAH DIDZOLIMI OLEH PABRIK PUPUK GDM, KARENA PEMCEMARAN UDARA DAN AIR DISEKITAR PABRIK..IMBASNYA UDARA YANG KAMI HIRUP BERBAU MENYENGAT SEPERI BAU BANGKAI BINATANG, AIR SUMUR YANG ADA DIDEKAT PABRIK RADIUS 100M LENIH TELAH TERCEMARI SEHINGGA TIDAK BISA DIKONSUMSI...SUDAH DIDATANGI DINAS LINGKUNGAN HIDUP DAN BEBERAPA DINAS TERKAIT, TAPI BELUM ADA HASILNYA SAMPAI SAAT INI...SUDAH 3 TAHUN KAMI MENGHIRUP UDARA YANG SANGAT BAU INI...TOLONG SEHERA DITINDAKLANJUTI LAPORAN KAMI. TERIMAKASIH"
